y_now,v_now,y_next,v_next
78.95941679637275,-29.400000000000002,49.559416796372744,-39.2
49.559416796372744,-39.2,10.359416796372741,-49.0
84.18435928101137,0.0,84.18435928101137,-9.8
84.18435928101137,-9.8,74.38435928101137,-19.6
74.38435928101137,-19.6,54.78435928101137,-29.400000000000002
54.78435928101137,-29.400000000000002,25.384359281011367,-39.2
25.384359281011367,-39.2,-13.815640718988636,-49.0
226.85547960699586,0.0,226.85547960699586,-9.8
226.85547960699586,-9.8,217.05547960699585,-19.6
217.05547960699585,-19.6,197.45547960699585,-29.400000000000002
197.45547960699585,-29.400000000000002,168.05547960699585,-39.2
168.05547960699585,-39.2,128.85547960699586,-49.0
130.11705519259323,0.0,130.11705519259323,-9.8
130.11705519259323,-9.8,120.31705519259323,-19.6
120.31705519259323,-19.6,100.71705519259322,-29.400000000000002
100.71705519259322,-29.400000000000002,71.31705519259322,-39.2
71.31705519259322,-39.2,32.11705519259321,-49.0
333.8582531407122,0.0,333.8582531407122,-9.8
333.8582531407122,-9.8,324.05825314071217,-19.6
324.05825314071217,-19.6,304.45825314071215,-29.400000000000002
304.45825314071215,-29.400000000000002,275.05825314071217,-39.2
275.05825314071217,-39.2,235.85825314071218,-49.0
216.54113838405505,0.0,216.54113838405505,-9.8
216.54113838405505,-9.8,206.74113838405503,-19.6
206.74113838405503,-19.6,187.14113838405504,-29.400000000000002
187.14113838405504,-29.400000000000002,157.74113838405503,-39.2
157.74113838405503,-39.2,118.54113838405503,-49.0
282.8243082613958,0.0,282.8243082613958,-9.8
282.8243082613958,-9.8,273.0243082613958,-19.6
273.0243082613958,-19.6,253.4243082613958,-29.400000000000002
253.4243082613958,-29.400000000000002,224.0243082613958,-39.2
224.0243082613958,-39.2,184.8243082613958,-49.0
70.79622950713144,0.0,70.79622950713144,-9.8
70.79622950713144,-9.8,60.996229507131446,-19.6
60.996229507131446,-19.6,41.396229507131444,-29.400000000000002
41.396229507131444,-29.400000000000002,11.996229507131442,-39.2
11.996229507131442,-39.2,-27.20377049286856,-49.0
78.79985815015945,0.0,78.79985815015945,-9.8
78.79985815015945,-9.8,68.99985815015945,-19.6
68.99985815015945,-19.6,49.39985815015945,-29.400000000000002
49.39985815015945,-29.400000000000002,19.99985815015945,-39.2
19.99985815015945,-39.2,-19.200141849840552,-49.0
131.18487602420691,0.0,131.18487602420691,-9.8
131.18487602420691,-9.8,121.38487602420692,-19.6
121.38487602420692,-19.6,101.78487602420691,-29.400000000000002
101.78487602420691,-29.400000000000002,72.3848760242069,-39.2
72.3848760242069,-39.2,33.1848760242069,-49.0
487.24510548553,0.0,487.24510548553,-9.8
487.24510548553,-9.8,477.44510548553,-19.6
477.44510548553,-19.6,457.84510548553,-29.400000000000002
457.84510548553,-29.400000000000002,428.44510548553,-39.2
428.44510548553,-39.2,389.24510548553,-49.0
75.91090745753544,0.0,75.91090745753544,-9.8
75.91090745753544,-9.8,66.11090745753545,-19.6
66.11090745753545,-19.6,46.510907457535446,-29.400000000000002
46.510907457535446,-29.400000000000002,17.110907457535443,-39.2
17.110907457535443,-39.2,-22.08909254246456,-49.0
481.7196495037389,0.0,481.7196495037389,-9.8
481.7196495037389,-9.8,471.91964950373887,-19.6
471.91964950373887,-19.6,452.31964950373884,-29.400000000000002
452.31964950373884,-29.400000000000002,422.91964950373887,-39.2
422.91964950373887,-39.2,383.7196495037389,-49.0
112.86756817165437,0.0,112.86756817165437,-9.8
112.86756817165437,-9.8,103.06756817165437,-19.6
103.06756817165437,-19.6,83.46756817165436,-29.400000000000002
83.46756817165436,-29.400000000000002,54.06756817165436,-39.2
54.06756817165436,-39.2,14.867568171654355,-49.0
390.0077247403155,0.0,390.0077247403155,-9.8
390.0077247403155,-9.8,380.2077247403155,-19.6
380.2077247403155,-19.6,360.60772474031546,-29.400000000000002
360.60772474031546,-29.400000000000002,331.2077247403155,-39.2
331.2077247403155,-39.2,292.0077247403155,-49.0
397.5094602606303,0.0,397.5094602606303,-9.8
397.5094602606303,-9.8,387.7094602606303,-19.6
387.7094602606303,-19.6,368.10946026063027,-29.400000000000002
368.10946026063027,-29.400000000000002,338.7094602606303,-39.2
338.7094602606303,-39.2,299.5094602606303,-49.0
107.55687327398269,0.0,107.55687327398269,-9.8
107.55687327398269,-9.8,97.75687327398269,-19.6
97.75687327398269,-19.6,78.15687327398268,-29.400000000000002
78.15687327398268,-29.400000000000002,48.75687327398268,-39.2
48.75687327398268,-39.2,9.556873273982674,-49.0
